requirement,function_name,test,status,error,stdout,timestamp
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 'b', 3], [4, 5, 6], [7, 8, 9]], 2, 2) == None",pass,,,2025-05-04 00:55:52.224055
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4), (5, 6)], [(5, 6), (7, 8), (1, 2)]) == [(1, 2), (5, 6)]",pass,,,2025-05-04 00:55:55.112800
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(5, 6), (7, 8)]) == []",pass,,,2025-05-04 00:55:55.112866
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4), (1, 2)], [(1, 2), (3, 4)]) == [(1, 2), (3, 4), (1, 2)]",pass,,,2025-05-04 00:55:55.112936
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([], [(1, 2), (3, 4)]) == []",pass,,,2025-05-04 00:55:55.112970
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], []) == []",pass,,,2025-05-04 00:55:55.113003
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2)], [(1, 2)]) == [(1, 2)]",pass,,,2025-05-04 00:55:55.113038
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1,)], [(1,)]) == [(1,)]",pass,,,2025-05-04 00:55:55.113071
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 'a'), (2, 'b')], [(2, 'b'), (1, 'a')]) == [(1, 'a'), (2, 'b')]",pass,,,2025-05-04 00:55:55.113139
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2, 3), (4, 5, 6)], [(7, 8, 9), (1, 2, 3)]) == [(1, 2, 3)]",pass,,,2025-05-04 00:55:55.113190
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 3, 4, 5, 6, 7, 8, 9, 10]) == [4, 6, 8, 9, 10]",pass,,,2025-05-04 00:55:58.664491
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([11, 13, 17, 19]) == []",pass,,,2025-05-04 00:55:58.664559
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([1, 2, 3, 4, 5, 6]) == [1, 4, 6]",pass,,,2025-05-04 00:55:58.664639
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([0, 1, 2]) == [0, 1]",pass,,,2025-05-04 00:55:58.664703
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([-2, -1, 0, 1, 2, 3, 4]) == [-2, -1, 0, 1, 4]",pass,,,2025-05-04 00:55:58.664787
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([]) == [],pass,,,2025-05-04 00:55:58.664822
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([4, 6, 8, 10, 12, 14, 16, 18, 20]) == [4, 6, 8, 10, 12, 14, 16, 18, 20]",pass,,,2025-05-04 00:55:58.664875
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 3, 5, 7, 11, 13, 17, 19, 23, 29]) == []",pass,,,2025-05-04 00:55:58.664925
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([1, 1, 1, 1, 1]) == [1, 1, 1, 1, 1]",pass,,,2025-05-04 00:55:58.664993
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 4, 2, 4, 2, 4]) == [4, 4, 4]",pass,,,2025-05-04 00:55:58.665054
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([3, 1, 4, 1, 5, 9, 2, 6], 3) == [9, 6, 5]",pass,,,2025-05-04 00:56:02.372222
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([3, 2, 1], 2) == [3, 2]",pass,,,2025-05-04 00:56:02.372282
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3, 4, 5], 5) == [5, 4, 3, 2, 1]",pass,,,2025-05-04 00:56:02.372336
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([5, 4, 3, 2, 1], 5) == [5, 4, 3, 2, 1]",pass,,,2025-05-04 00:56:02.372385
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 1, 1, 1, 1], 1) == [1]",pass,,,2025-05-04 00:56:02.372430
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 1, 1, 1, 1], 3) == [1, 1, 1]",pass,,,2025-05-04 00:56:02.372495
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([], 3) == []",pass,,,2025-05-04 00:56:02.372528
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3], 0) == []",pass,,,2025-05-04 00:56:02.372562
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([-1, -2, -3], 2) == [-1, -2]",pass,,,2025-05-04 00:56:02.372609
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1.5, 2.5, 3.5], 2) == [3.5, 2.5]",pass,,,2025-05-04 00:56:02.372651
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3, 4, 5], 1) == [5]",pass,,,2025-05-04 00:56:02.372686
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 5, 2, 4, 3], 1) == [5]",pass,,,2025-05-04 00:56:02.372717
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 5, 2, 4, 3], 2) == [5, 4]",pass,,,2025-05-04 00:56:02.372751
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 5, 2, 4, 3], 3) == [5, 4, 3]",pass,,,2025-05-04 00:56:02.372788
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(0) == 1,error,list assignment index out of range,,2025-05-04 00:56:04.877409
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(1) == 0,pass,,,2025-05-04 00:56:04.877440
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(2) == 3,pass,,,2025-05-04 00:56:04.877466
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(3) == 0,pass,,,2025-05-04 00:56:04.877487
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(4) == 11,pass,,,2025-05-04 00:56:04.877511
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(6) == 41,pass,,,2025-05-04 00:56:04.877536
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(8) == 153,pass,,,2025-05-04 00:56:04.877560
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(10) == 571,pass,,,2025-05-04 00:56:04.877584
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(12) == 2131,pass,,,2025-05-04 00:56:04.877608
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 0) == True",pass,,,2025-05-04 00:56:07.093790
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(2, 3) == True",pass,,,2025-05-04 00:56:07.093868
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 11) == True",pass,,,2025-05-04 00:56:07.093907
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(7, 6) == True",pass,,,2025-05-04 00:56:07.093932
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(5, 4) == True",pass,,,2025-05-04 00:56:07.093954
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 2) == False",pass,,,2025-05-04 00:56:07.093990
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 3) == False",fail,,,2025-05-04 00:56:07.094018
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(0, 0) == False",pass,,,2025-05-04 00:56:07.094041
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(15, 12) == False",pass,,,2025-05-04 00:56:07.094062
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(15, 14) == True",pass,,,2025-05-04 00:56:07.094082
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 8) == False",fail,,,2025-05-04 00:56:07.094105
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 2) == False",fail,,,2025-05-04 00:56:07.094127
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is a test string with some long words.') == ['This', 'test', 'string', 'with', 'some', 'long', 'words']",pass,,,2025-05-04 00:56:10.294515
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('The quick brown fox jumps over the lazy dog.') == ['quick', 'brown', 'jumps', 'over', 'lazy']",pass,,,2025-05-04 00:56:10.294583
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('One two three four five six seven eight nine ten') == ['three', 'four', 'five', 'seven', 'eight', 'nine']",pass,,,2025-05-04 00:56:10.294638
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is a very very short string.') == ['This', 'very', 'very', 'short', 'string']",pass,,,2025-05-04 00:56:10.294684
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This string has some words with numbers like 1234 and 5678.') == ['This', 'string', 'some', 'words', 'with', 'numbers', 'like', '1234', '5678']",pass,,,2025-05-04 00:56:10.294739
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('No long words here.') == ['long', 'words', 'here']",pass,,,2025-05-04 00:56:10.294777
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('A very looooong word.') == ['very', 'looooong', 'word']",pass,,,2025-05-04 00:56:10.294813
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words(' a long word.') == ['long', 'word']",pass,,,2025-05-04 00:56:10.294847
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is. a test, string!') == ['This', 'test', 'string']",pass,,,2025-05-04 00:56:10.294882
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,assert find_long_words('') == [],pass,,,2025-05-04 00:56:10.294911
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('word word word word') == ['word', 'word', 'word', 'word']",pass,,,2025-05-04 00:56:10.294964
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([1, 2, 3, 4, 5]) == [1, 4, 9, 16, 25]",pass,,,2025-05-04 00:56:46.626022
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-1, 0, 1]) == [1, 0, 1]",pass,,,2025-05-04 00:56:46.626065
Write a function to find squares of individual elements in a list using lambda function.,square_list,assert square_list([]) == [],pass,,,2025-05-04 00:56:46.626092
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([2.5, 3.5]) == [6.25, 12.25]",pass,,,2025-05-04 00:56:46.626128
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-2, 3, -4, 5]) == [4, 9, 16, 25]",pass,,,2025-05-04 00:56:46.626166
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aaaa') == 1,pass,,,2025-05-04 00:56:53.745054
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abab') == 2,pass,,,2025-05-04 00:56:53.745082
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcabc') == 3,pass,,,2025-05-04 00:56:53.745104
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcd') == 4,pass,,,2025-05-04 00:56:53.745124
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcda') == 5,pass,,,2025-05-04 00:56:53.745144
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('') == 0,pass,,,2025-05-04 00:56:53.745163
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('a') == 1,pass,,,2025-05-04 00:56:53.745181
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aa') == 1,pass,,,2025-05-04 00:56:53.745198
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aba') == 3,pass,,,2025-05-04 00:56:53.745216
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abc') == 3,pass,,,2025-05-04 00:56:53.745234
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('hello') == 5,pass,,,2025-05-04 00:56:53.745251
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('world') == 5,pass,,,2025-05-04 00:56:53.745268
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('rotor') == 5,pass,,,2025-05-04 00:56:53.745284
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('level') == 5,pass,,,2025-05-04 00:56:53.745301
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('stats') == 5,pass,,,2025-05-04 00:56:53.745317
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], 3) == [1, 2, 3]",pass,,,2025-05-04 00:56:58.038290
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([5, 4, 3, 2, 1], 3) == [1, 2, 3]",pass,,,2025-05-04 00:56:58.038343
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 5, 2, 4, 3], 3) == [1, 2, 3]",pass,,,2025-05-04 00:56:58.038384
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], 0) == []",pass,,,2025-05-04 00:56:58.038417
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], -1) == []",pass,,,2025-05-04 00:56:58.038449
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], 5) == [1, 2, 3, 4, 5]",pass,,,2025-05-04 00:56:58.038486
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], 6) == [1, 2, 3, 4, 5]",pass,,,2025-05-04 00:56:58.038521
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([], 3) == []",pass,,,2025-05-04 00:56:58.038546
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([5, 5, 5, 5, 5], 3) == [5, 5, 5]",pass,,,2025-05-04 00:56:58.038583
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([5, 4, 3, 2, 1], 1) == [1]",pass,,,2025-05-04 00:56:58.038618
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3], 3) == [1, 2, 3]",pass,,,2025-05-04 00:56:58.038650
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([3, 1, 4, 1, 5, 9, 2, 6], 4) == [1, 1, 2, 3]",pass,,,2025-05-04 00:56:58.038694
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([3.0, 1.0, 4.0, 1.0, 5.0, 9.0, 2.0, 6.0], 4) == [1.0, 1.0, 2.0, 3.0]",pass,,,2025-05-04 00:56:58.038749
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([-1, -2, -3, -4, -5], 3) == [-5, -4, -3]",pass,,,2025-05-04 00:56:58.038790
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([-1, 2, -3, 4, -5], 3) == [-5, -3, -1]",pass,,,2025-05-04 00:56:58.038846
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3], [4, 8, 2], [1, 5, 3]], 2, 2) == 16",fail,,,2025-05-04 00:57:19.936467
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3], [4, 8, 2], [1, 5, 3]], 1, 1) == 10",fail,,,2025-05-04 00:57:19.936548
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3]], 0, 2) == 6",pass,,,2025-05-04 00:57:19.936597
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1], [2], [3]], 2, 0) == 6",pass,,,2025-05-04 00:57:19.936647
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[5]], 0, 0) == 5",pass,,,2025-05-04 00:57:19.936686
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 5, 10], [1, 8, 5], [2, 3, 20]], 2, 2) == 29",fail,,,2025-05-04 00:57:19.936747
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 5, 10], [1, 8, 5], [2, 3, 20]], 0, 0) == 1",pass,,,2025-05-04 00:57:19.936800
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(3, 4), (5, 6)]) == [(3, 4)]",pass,,,2025-05-04 00:57:22.978797
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(5, 6), (7, 8)]) == []",pass,,,2025-05-04 00:57:22.978845
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(1, 2), (3, 4)]) == [(1, 2), (3, 4)]",pass,,,2025-05-04 00:57:22.978892
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4), (1, 2)], [(1, 2)]) == [(1, 2), (1, 2)]",pass,,,2025-05-04 00:57:22.978938
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([], [(1, 2), (3, 4)]) == []",pass,,,2025-05-04 00:57:22.978970
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], []) == []",pass,,,2025-05-04 00:57:22.978998
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2)], [(1, 2)]) == [(1, 2)]",pass,,,2025-05-04 00:57:22.979030
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 'a'), (3, 4)], [(3, 4), (5, 6)]) == [(3, 4)]",pass,,,2025-05-04 00:57:22.979072
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(3, 4), (3, 4)]) == [(3, 4), (3, 4)]",pass,,,2025-05-04 00:57:22.979113
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 3, 4, 5, 6, 7, 8, 9, 10]) == [4, 6, 8, 9, 10]",pass,,,2025-05-04 00:57:26.465296
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([11, 13, 17, 19]) == []",pass,,,2025-05-04 00:57:26.465343
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([1, 2, 3, 4, 5, 6]) == [1, 4, 6]",pass,,,2025-05-04 00:57:26.465402
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([0, 1, 2, 3, 5, 7, 11]) == [0, 1]",pass,,,2025-05-04 00:57:26.465441
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([-2, -1, 0, 1, 2, 3, 4]) == [-2, -1, 0, 1, 4]",pass,,,2025-05-04 00:57:26.465485
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([4, 6, 8, 10, 12, 14, 15]) == [4, 6, 8, 10, 12, 14, 15]",pass,,,2025-05-04 00:57:26.465530
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 4, 2, 4, 2, 4]) == [4, 4, 4]",pass,,,2025-05-04 00:57:26.465565
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([3, 5, 7, 9, 11, 13]) == [9]",pass,,,2025-05-04 00:57:26.465599
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([]) == [],pass,,,2025-05-04 00:57:26.465621
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([1, 1, 1, 1]) == [1, 1, 1, 1]",pass,,,2025-05-04 00:57:26.465667
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([2]) == [],pass,,,2025-05-04 00:57:26.465692
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([4]) == [4],pass,,,2025-05-04 00:57:26.465731
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([3, 1, 4, 1, 5, 9, 2, 6], 3) == [9, 6, 5]",pass,,,2025-05-04 00:57:30.169818
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3, 4, 5], 1) == [5]",pass,,,2025-05-04 00:57:30.169859
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([5, 4, 3, 2, 1], 5) == [5, 4, 3, 2, 1]",pass,,,2025-05-04 00:57:30.169899
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 1, 1, 1, 1], 1) == [1]",pass,,,2025-05-04 00:57:30.169931
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 1, 1, 1, 1], 5) == [1, 1, 1, 1, 1]",pass,,,2025-05-04 00:57:30.169965
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([], 3) == []",pass,,,2025-05-04 00:57:30.169986
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3], 0) == []",pass,,,2025-05-04 00:57:30.170008
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1, 2, 3], -1) == []",pass,,,2025-05-04 00:57:30.170030
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([10, 5, 8, 12, 7], 2) == [12, 10]",pass,,,2025-05-04 00:57:30.170057
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([-1, -5, -3, -2, -4], 3) == [-1, -2, -3]",pass,,,2025-05-04 00:57:30.170085
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_numbers,"assert find_largest_numbers([1.5, 2.5, 3.5, 4.5], 2) == [4.5, 3.5]",pass,,,2025-05-04 00:57:30.170114
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(0) == 1,error,list assignment index out of range,,2025-05-04 00:57:32.752122
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(1) == 0,pass,,,2025-05-04 00:57:32.752160
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(2) == 3,pass,,,2025-05-04 00:57:32.752191
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(3) == 0,pass,,,2025-05-04 00:57:32.752218
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(4) == 11,pass,,,2025-05-04 00:57:32.752249
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(6) == 41,pass,,,2025-05-04 00:57:32.752279
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(8) == 153,pass,,,2025-05-04 00:57:32.752307
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(10) == 571,pass,,,2025-05-04 00:57:32.752337
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(12) == 2131,pass,,,2025-05-04 00:57:32.752366
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_tilings,assert count_domino_tilings(14) == 7953,pass,,,2025-05-04 00:57:32.752397
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 0) == True",pass,,,2025-05-04 00:57:50.306095
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(2, 3) == True",pass,,,2025-05-04 00:57:50.306141
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 11) == True",pass,,,2025-05-04 00:57:50.306175
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(5, 4) == True",pass,,,2025-05-04 00:57:50.306217
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(7, 6) == True",pass,,,2025-05-04 00:57:50.306253
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(0, 1) == True",pass,,,2025-05-04 00:57:50.306285
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 2) == False",pass,,,2025-05-04 00:57:50.306320
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 3) == False",fail,,,2025-05-04 00:57:50.306345
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(0, 0) == False",pass,,,2025-05-04 00:57:50.306367
